-8.201575634127389947e+01,-1.065709450751132437e+02
-8.283829899684593556e+01,-1.077368442616275388e+02
-8.224376832469276621e+01,-1.050135806461793777e+02
-8.297722674122894659e+01,-1.057463645137449504e+02
-7.931114646299307935e+01,-1.072989424435062631e+02
-8.111513134521834445e+01,-1.058201301399531644e+02
-8.298104119253827093e+01,-1.074973324145574338e+02
-8.083898571577314840e+01,-1.060507458405926116e+02
-8.062202622229855820e+01,-1.073418637102247857e+02
-8.219323939961780923e+01,-1.055254507248778850e+02
-8.393265190956479671e+01,-1.048802453793959870e+02
-8.165713236778285022e+01,-1.060831177261215288e+02
-8.071381423495576257e+01,-1.055104343854120259e+02
-8.242908958814460618e+01,-1.034537772202718315e+02
-8.279676068520224419e+01,-1.063586429808380558e+02
-8.453541949242905673e+01,-1.052375304604109090e+02
-7.735620411048478218e+01,-1.051712583193969124e+02
-8.106455396670919811e+01,-1.057822742642522797e+02
-8.172703471950218557e+01,-1.073548941125491609e+02
-8.272429828312478151e+01,-1.088009422488194247e+02
-8.349798476605860742e+01,-1.063108887384806138e+02
-8.249492586139641048e+01,-1.093538925018502965e+02
-8.097075603048594417e+01,-1.052758889072324706e+02
-8.267985411207608593e+01,-1.081098550680496544e+02
-8.283521073982151961e+01,-1.070573171305161537e+02
-8.243439484677520568e+01,-1.059617137861256850e+02
-8.168409625408705210e+01,-1.073921577548952229e+02
-7.899590739640470360e+01,-1.059337144598004699e+02
-8.301675647466683472e+01,-1.054682129016800758e+02
-7.975462458092404461e+01,-1.096033928222617675e+02
-8.264407843130747722e+01,-1.098534149341957686e+02
-8.093136710122635691e+01,-1.061359559064919580e+02
-8.288583862542107283e+01,-1.051410815578426394e+02
-8.101479249334808230e+01,-1.061724846569408669e+02
-8.117321507878556019e+01,-1.043502110358025163e+02
-8.140891121551720744e+01,-1.081245814958941054e+02
-8.312455600291902158e+01,-1.078752943444177674e+02
-8.177614973780400476e+01,-1.062885396469053347e+02
-8.257552204717141819e+01,-1.055052969775781264e+02
-8.207127671348736442e+01,-1.068455104743466819e+02
-8.405181423336759394e+01,-1.089502245191707743e+02
-8.234664331811282523e+01,-1.075851625276693397e+02
